userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received
1211844,50,9,1963,11,female,84,50,23,8,4,8,3,0,1
1962153,57,15,1956,1,male,407,50,35,8,3,8,3,0,0
1471611,22,10,1991,9,male,109,51,16,8,9,8,6,0,3
1627230,24,3,1989,6,male,246,51,36,8,9,8,5,0,4
1118766,33,28,1980,2,female,1803,51,18,8,9,8,4,0,5
1328224,36,5,1977,7,female,117,51,34,8,17,8,14,0,3
1468154,42,25,1971,9,male,342,51,44,8,14,8,10,0,4
1968770,22,13,1991,6,female,477,51,24,8,12,8,11,0,1
1367759,46,6,1967,7,female,217,51,41,9,1,0,0,9,1
1176552,49,12,1964,1,male,394,51,28,9,1,0,1,9,0
1877908,15,17,1998,5,male,553,50,46,9,0,0,0,9,0
1486799,19,6,1994,4,female,800,51,43,9,1,0,0,9,1
1689781,65,15,1948,12,male,1409,50,33,9,2,0,0,9,2
1059496,15,10,1998,3,male,650,51,44,9,51,0,25,9,26
1027655,17,2,1996,10,male,255,50,41,9,139,0,10,9,129
1479484,32,10,1981,7,male,1665,50,31,9,28,1,7,8,21
1072283,33,11,1980,8,female,1566,50,37,9,0,3,0,6,0
1986965,42,20,1971,1,male,1315,50,28,9,4,4,0,5,4
1129347,46,7,1967,1,male,105,51,21,9,13,3,9,6,4
2052821,73,6,1940,9,female,697,51,35,9,7,2,2,7,5
1919829,62,26,1951,7,female,408,50,36,9,2,7,0,2,2
1607164,43,14,1970,3,male,620,51,34,9,0,9,0,0,0
1483304,59,30,1954,7,male,229,50,22,9,1,9,1,0,0
2098169,36,24,1977,3,female,185,50,29,9,0,9,0,0,0
1302859,59,11,1954,4,male,315,50,40,9,3,9,3,0,0
1563456,60,10,1953,11,male,314,51,43,9,7,9,4,0,3
1578151,19,18,1994,9,female,464,50,44,9,10,9,9,0,1
2168671,58,9,1955,8,male,261,51,37,9,42,9,39,0,3
2152877,18,12,1995,11,male,212,51,48,9,24,9,19,0,5
1461947,22,4,1991,11,male,483,51,7,9,29,9,28,0,1
1899363,58,1,1955,10,male,194,51,31,10,1,0,1,10,0
1362018,17,30,1996,10,male,324,50,38,10,11,0,0,10,11
1773881,29,7,1984,5,female,603,50,20,10,53,0,31,10,22
1124774,34,4,1979,7,female,1663,51,20,10,21,0,10,10,11
2163293,36,25,1977,6,male,977,50,26,10,3,7,3,3,0
1935662,38,10,1975,12,male,149,50,40,10,0,10,0,0,0
1910470,43,1,1970,9,female,2045,50,39,10,3,10,1,0,2
1854377,59,27,1954,3,male,301,51,24,10,7,10,7,0,0
1110127,26,10,1987,7,male,164,51,25,10,17,10,13,0,4
1046943,16,19,1997,8,female,142,50,23,10,23,10,10,0,13
2038450,29,26,1984,3,female,257,51,21,10,43,10,33,0,10
1106833,41,1,1972,8,female,884,50,5,11,0,2,0,9,0
1590274,63,15,1950,2,male,332,50,47,11,1,1,1,10,0
1067064,41,11,1972,1,male,120,50,45,11,3,0,1,11,2
1457263,65,23,1948,3,male,427,51,35,11,6,0,1,11,5
1741931,23,22,1990,8,male,403,51,36,11,10,0,3,11,7
2158269,18,1,1995,8,female,704,50,31,11,44,0,13,11,31
2087659,52,7,1961,5,female,1402,50,31,11,0,7,0,4,0
1077851,28,1,1985,3,male,607,50,38,11,6,3,6,8,0
1769026,20,27,1993,11,male,501,51,32,11,11,7,7,4,4
1164949,23,7,1990,7,female,363,50,31,11,30,9,25,2,5
1862685,25,1,1988,4,male,990,51,24,11,1,11,1,0,0
1071161,25,8,1988,3,female,681,50,27,11,0,11,0,0,0
1185534,22,26,1991,11,male,326,51,48,11,5,11,5,0,0
2041370,53,13,1960,3,male,102,50,22,11,4,11,4,0,0
2062075,18,24,1995,5,male,775,50,24,11,2,11,2,0,0
1134396,27,1,1986,3,female,391,51,36,11,2,11,2,0,0
1042607,14,7,1999,1,male,136,51,49,11,8,11,8,0,0
1622849,23,10,1990,1,male,251,50,37,11,33,11,13,0,20
1391640,43,25,1970,5,female,648,50,39,11,36,11,28,0,8
1037030,66,4,1947,6,male,461,51,16,12,0,0,0,12,0
1375806,62,5,1951,3,male,142,51,36,12,10,1,8,11,2
2042815,66,17,1947,7,male,38,50,48,12,5,12,5,0,0
2164793,89,19,1924,7,female,666,50,18,12,5,12,4,0,1
1691604,66,6,1947,6,female,624,50,36,12,10,12,7,0,3
1450149,39,1,1974,1,female,359,50,18,12,18,12,7,0,11
1416420,18,8,1995,5,female,717,50,41,13,2,2,2,11,0
1159217,28,7,1985,2,female,648,50,11,13,6,0,3,13,3
2092759,32,9,1981,5,female,514,50,29,13,4,0,0,13,4
1916213,39,31,1974,1,female,607,50,36,13,2,5,0,8,2
2137559,40,15,1973,2,male,89,51,31,13,0,13,0,0,0
1618145,42,10,1971,10,female,245,50,42,13,26,13,10,0,16
1190259,94,12,1919,3,male,854,51,45,14,5,0,2,14,3
1063914,13,5,2000,8,male,706,51,12,14,6,0,0,14,6
1104044,19,27,1994,9,male,54,51,47,14,12,1,6,13,6
1786429,24,12,1989,6,female,141,51,34,14,99,0,24,14,75
2167721,20,25,1993,4,male,119,50,39,14,37,7,11,7,26
1708453,28,25,1985,11,female,153,51,28,14,0,14,0,0,0
1683073,40,22,1973,2,male,228,51,15,14,2,14,2,0,0
1091199,41,21,1972,3,male,652,50,31,14,0,14,0,0,0
1985167,50,27,1963,4,female,426,50,31,14,2,14,2,0,0
2060195,34,21,1979,6,female,21,50,41,14,4,14,3,0,1
1262711,56,2,1957,9,male,27,50,43,14,4,14,0,0,4
1011163,57,17,1956,8,male,534,50,26,14,6,14,6,0,0
1585032,65,28,1948,6,male,649,50,34,14,6,14,5,0,1
1353349,48,7,1965,7,male,225,51,32,14,16,14,14,0,2
1036815,58,25,1955,10,male,168,51,34,14,68,14,2,0,66
1336861,55,28,1958,4,male,2058,51,31,15,1,0,0,15,1
1821098,69,12,1944,3,male,1755,51,25,15,8,0,7,15,1
2080669,23,16,1990,6,male,245,50,28,15,30,0,12,15,18
2015449,31,21,1982,4,male,622,50,41,15,21,7,13,8,8
2032415,58,18,1955,11,male,260,50,50,15,9,12,4,3,5
1295593,16,9,1997,4,female,455,50,43,15,22,14,18,1,4
1100812,58,6,1955,8,male,35,50,31,15,2,15,2,0,0
1663291,14,10,1999,3,male,366,51,27,15,8,15,8,0,0
1752080,35,13,1978,10,female,543,50,33,15,57,15,18,0,39
2064912,55,1,1958,11,male,616,51,21,16,11,0,1,16,10
1520806,26,11,1987,10,female,571,50,32,16,35,1,4,15,31
1679120,31,12,1982,10,male,72,51,50,16,8,4,5,12,3
1169427,56,22,1957,2,male,652,50,50,16,0,16,0,0,0
1365463,18,7,1995,1,male,186,51,43,17,3,0,1,17,2
1363153,23,16,1990,2,male,159,50,42,17,4,10,1,7,3
1231614,68,21,1945,12,male,508,51,34,17,7,17,5,0,2
1885618,16,2,1997,10,male,421,51,47,17,4,17,3,0,1
1120830,19,19,1994,6,male,212,50,47,17,16,17,14,0,2
1110575,49,10,1964,7,male,751,50,24,17,16,17,4,0,12
1518291,58,13,1955,11,male,726,50,17,17,24,17,11,0,13
2015208,71,29,1942,3,female,215,50,23,17,29,17,24,0,5
1671952,52,6,1961,9,female,54,51,10,17,46,17,45,0,1
1195375,58,15,1955,6,male,340,51,33,18,5,0,0,18,5
1353472,59,6,1954,9,female,616,50,23,18,36,0,15,18,21
1785842,85,27,1928,6,female,1823,50,13,18,16,12,8,6,8
1751441,54,25,1959,8,female,654,51,19,18,46,17,10,1,36
1915011,22,10,1991,12,female,457,50,39,18,1,18,1,0,0
2151233,63,26,1950,5,male,52,50,50,18,7,18,6,0,1
1345291,67,3,1946,8,male,399,51,37,18,3,18,0,0,3
2193148,17,3,1996,7,female,822,51,29,18,3,18,3,0,0
1338782,18,24,1995,9,female,432,51,25,18,19,18,17,0,2
1239006,27,4,1986,3,male,168,50,26,18,33,18,26,0,7
1432786,37,19,1976,5,male,212,50,29,18,36,18,32,0,4
1763448,48,25,1965,4,male,155,50,23,19,7,14,0,5,7
1946592,52,17,1961,2,male,233,50,45,19,1,19,0,0,1
1428901,21,12,1992,12,male,547,51,43,19,0,19,0,0,0
1200104,24,2,1989,9,female,531,50,37,19,4,19,4,0,0
1879245,36,10,1977,1,female,729,51,23,19,56,19,21,0,35
1492691,25,12,1988,4,female,554,50,21,19,35,19,17,0,18
1323692,44,29,1969,10,male,343,50,20,20,1,6,1,14,0
1713565,66,28,1947,2,male,438,51,48,20,3,16,3,4,0
1010630,75,7,1938,5,female,447,51,19,20,16,16,12,4,4
1203493,108,17,1905,3,NA,1622,50,26,20,26,19,19,1,7
2063127,23,16,1990,6,male,381,50,26,20,0,20,0,0,0
1451950,63,26,1950,1,male,292,51,34,20,10,20,10,0,0
1727839,27,29,1986,7,male,1315,50,18,20,7,20,7,0,0
1010394,30,9,1983,12,female,174,50,22,20,5,20,2,0,3
1008723,30,29,1983,1,male,431,50,39,20,27,20,22,0,5
1628614,52,12,1961,9,male,21,51,41,21,6,18,6,3,0
1751925,18,12,1995,2,male,19,50,49,21,12,21,10,0,2
1314025,24,14,1989,1,male,153,50,49,21,6,21,5,0,1
1986493,18,7,1995,7,female,170,50,45,22,1,0,0,22,1
1877884,18,26,1995,8,male,648,50,23,22,28,0,20,22,8
1156522,77,26,1936,2,female,621,51,19,22,8,22,7,0,1
1565067,54,4,1959,6,female,10,50,45,22,11,22,10,0,1
1338609,80,20,1933,4,female,444,51,16,22,32,22,12,0,20
1315027,27,6,1986,9,male,71,51,26,22,70,22,58,0,12
1440431,48,1,1965,11,female,257,50,35,23,1,0,1,23,0
1558098,52,10,1961,8,male,1725,50,34,23,12,12,1,11,11
1360955,30,1,1983,9,male,382,51,43,23,0,23,0,0,0
1688107,56,21,1957,10,male,877,51,44,23,0,23,0,0,0
1613434,26,6,1987,11,female,67,50,41,23,19,23,15,0,4
1826991,32,16,1981,4,female,43,51,22,23,74,23,71,0,3
1524532,39,22,1974,7,female,430,51,27,23,36,23,21,0,15
1203804,51,24,1962,2,female,172,50,40,23,130,23,130,0,0
1292217,20,1,1993,7,male,36,51,45,24,12,3,3,21,9
1723051,27,1,1986,12,female,207,50,26,24,11,15,10,9,1
1217350,55,31,1958,3,male,489,50,19,24,5,14,1,10,4
1207376,30,30,1983,6,male,102,51,35,24,16,14,8,10,8
1584299,20,18,1993,7,male,493,50,33,24,30,24,26,0,4
1680085,19,3,1994,7,male,46,51,22,25,0,1,0,24,0
1076510,61,21,1952,3,male,338,51,18,25,28,0,7,25,21
1174956,55,18,1958,10,male,488,51,23,25,17,25,14,0,3
1673374,33,1,1980,12,female,299,51,14,25,23,25,22,0,1
1511121,63,19,1950,12,male,1395,50,23,25,19,25,16,0,3
1005617,48,1,1965,9,male,312,51,31,25,39,25,24,0,15
1895658,54,9,1959,3,male,346,51,24,25,42,25,14,0,28
1736451,55,23,1958,12,female,1794,50,19,25,170,25,66,0,104
1485994,33,5,1980,8,male,197,51,45,26,3,0,0,26,3
1095562,65,28,1948,6,male,1020,50,27,26,8,0,5,26,3
1902104,24,4,1989,10,female,1104,51,23,26,68,0,51,26,17
1072591,60,27,1953,7,male,1022,50,36,26,4,26,4,0,0
2168818,67,19,1946,6,male,261,51,35,26,6,26,4,0,2
1234625,69,20,1944,12,male,355,50,30,27,13,0,1,27,12
1234728,15,19,1998,5,female,779,50,41,27,5,27,2,0,3
1652865,15,4,1998,5,male,1140,50,25,27,11,27,10,0,1
1727065,21,6,1992,1,female,360,50,20,27,6,27,6,0,0
1797509,51,25,1962,10,female,37,51,44,27,80,27,78,0,2
1729315,51,23,1962,10,male,10,51,43,28,21,0,9,28,12
1833450,13,21,2000,7,female,662,50,32,28,21,0,0,28,21
1047617,15,9,1998,2,male,94,50,19,28,27,7,11,21,16
1583022,43,12,1970,4,male,193,50,37,28,24,22,5,6,19
1386745,65,30,1948,12,male,310,50,39,28,11,28,7,0,4
2012693,42,10,1971,3,male,428,51,37,28,11,28,6,0,5
1770860,19,4,1994,1,male,89,50,40,28,27,28,15,0,12
2076337,89,1,1924,9,male,28,50,32,28,20,28,19,0,1
1209216,103,19,1910,1,male,146,50,26,29,10,2,3,27,7
1354538,65,29,1948,2,female,1136,51,29,29,39,0,18,29,21
1565363,54,9,1959,3,female,1631,50,34,29,22,2,12,27,10
1249848,49,19,1964,10,male,630,50,39,29,83,0,27,29,56
1457849,22,7,1991,1,female,289,51,39,29,14,17,5,12,9
1016387,25,24,1988,5,male,334,51,43,29,9,26,6,3,3
1572864,20,3,1993,5,male,148,50,44,29,84,29,54,0,30
1400342,27,26,1986,2,female,295,50,25,30,10,1,7,29,3
1331754,34,6,1979,10,female,391,50,40,31,32,0,22,31,10
1722244,42,11,1971,6,male,422,50,34,30,47,0,30,30,17
1705512,58,22,1955,4,male,30,50,44,31,0,31,0,0,0
1632416,29,18,1984,6,male,294,51,49,30,8,30,6,0,2
1087231,64,11,1949,4,female,220,51,28,30,43,30,43,0,0
1368307,25,17,1988,11,male,325,50,24,30,34,30,24,0,10
1877160,24,3,1989,9,male,80,50,41,30,43,30,25,0,18
1952918,52,16,1961,3,female,780,50,37,30,38,30,25,0,13
1942937,29,27,1984,10,female,113,50,37,31,63,31,48,0,15
1605178,51,25,1962,3,male,767,51,33,33,10,0,9,33,1
1720742,70,20,1943,6,male,2210,51,37,33,42,24,33,9,9
2116612,24,13,1989,5,male,1001,50,27,33,81,27,58,6,23
1495930,73,7,1940,3,male,142,50,38,33,0,33,0,0,0
1616870,44,12,1969,8,female,602,51,29,33,20,33,14,0,6
1327140,79,3,1934,7,female,371,51,24,33,16,33,12,0,4
1739113,72,22,1941,7,male,28,51,40,34,15,14,6,20,9
1192245,45,9,1968,3,male,839,51,35,34,13,34,12,0,1
1367181,39,7,1974,6,female,684,51,33,34,88,34,71,0,17
2178133,22,21,1991,4,female,1557,50,28,36,1,3,1,33,0
1498227,44,17,1969,1,female,863,51,31,35,28,0,15,35,13
1364735,66,24,1947,1,female,429,51,17,36,19,16,9,20,10
1181956,57,4,1956,4,male,343,51,24,36,26,12,7,24,19
1270482,17,16,1996,4,female,543,50,19,36,32,35,15,1,17
1501976,17,10,1996,1,male,417,50,17,36,4,36,2,0,2
1637621,20,20,1993,12,female,324,50,37,36,5,36,3,0,2
1793733,18,26,1995,12,female,500,50,36,35,29,35,24,0,5
2060989,29,25,1984,10,female,482,50,19,35,45,35,34,0,11
2157272,70,19,1943,9,male,268,50,34,35,26,35,24,0,2
1729528,22,26,1991,6,male,52,51,29,36,75,36,64,0,11
1195772,35,8,1978,3,male,1056,51,23,36,74,36,55,0,19
1373827,63,23,1950,8,female,1048,50,26,37,4,0,2,37,2
1770185,29,25,1984,2,female,375,50,32,37,4,20,4,17,0
1612275,41,31,1972,7,male,121,51,32,37,2,37,2,0,0
1285804,66,25,1947,5,female,1099,51,16,37,3,37,3,0,0
1341328,32,5,1981,12,male,511,50,32,37,18,37,12,0,6
1899567,25,1,1988,4,female,135,51,37,37,23,37,15,0,8
1681582,48,18,1965,6,male,1028,50,19,37,34,37,28,0,6
2027588,106,1,1907,11,male,267,50,28,38,1,0,0,38,1
1965898,94,1,1919,3,male,148,50,36,38,10,0,5,38,5
1123902,24,26,1989,12,male,522,50,29,39,67,0,4,39,63
2040137,13,19,2000,9,female,429,50,32,39,13,37,8,2,5
1354292,37,15,1976,9,female,63,50,35,39,9,39,9,0,0
1713612,65,20,1948,1,male,855,50,24,38,8,38,5,0,3
1137855,65,4,1948,7,female,160,51,35,39,79,39,19,0,60
1592698,25,25,1988,9,female,211,51,25,39,59,39,31,0,28
1190058,69,22,1944,2,male,248,50,32,40,29,0,16,40,13
1873333,97,8,1916,7,male,647,51,40,40,30,15,24,25,6
1323014,31,28,1982,7,female,219,51,21,40,6,40,4,0,2
1614689,18,6,1995,8,female,221,51,9,40,9,40,8,0,1
1013678,71,24,1942,4,male,14,51,48,40,14,40,11,0,3
1339211,17,7,1996,6,female,704,50,28,42,16,40,10,2,6
1645756,49,29,1964,12,male,534,50,42,41,24,41,13,0,11
1748482,21,28,1992,6,female,684,51,33,41,33,41,21,0,12
1310585,25,15,1988,1,male,1516,50,26,41,46,41,45,0,1
1007808,34,16,1979,6,male,121,50,42,42,323,42,317,0,6
1601424,39,22,1974,10,male,600,50,33,43,3,0,0,43,3
1418559,18,15,1995,11,female,1813,51,23,43,3,0,1,43,2
2092243,23,24,1990,2,female,64,51,38,44,4,44,2,0,2
1304071,41,31,1972,2,female,731,50,14,44,2,44,2,0,0
2052321,51,12,1962,11,female,605,50,34,43,16,43,16,0,0
1575787,54,23,1959,7,male,71,51,24,44,29,44,23,0,6
1315403,15,16,1998,5,male,293,51,26,45,3,0,3,45,0
2032761,51,21,1962,4,female,334,50,15,45,68,43,29,2,39
2139284,31,9,1982,1,female,650,50,40,45,4,45,1,0,3
1799729,50,5,1963,7,female,386,50,41,45,13,45,10,0,3
1207355,63,24,1950,4,female,194,50,23,45,22,45,15,0,7
1601296,22,1,1991,12,male,218,50,40,45,41,45,38,0,3
2040401,23,27,1990,11,female,675,50,16,47,7,0,3,47,4
1598101,49,26,1964,1,male,313,50,38,46,3,7,0,39,3
1881482,23,15,1990,11,female,1185,51,46,46,24,0,3,46,21
1847890,47,3,1966,3,male,671,50,34,46,21,0,5,46,16
1636908,108,26,1905,9,male,380,51,27,46,6,45,3,1,3
1139107,63,11,1950,3,male,226,51,35,46,22,46,10,0,12
1629943,53,3,1960,4,female,268,50,24,47,69,47,13,0,56
1546720,15,27,1998,1,female,171,51,12,47,78,47,47,0,31
2005946,46,13,1967,7,male,160,51,43,48,15,1,4,47,11
1750772,80,20,1933,5,female,368,50,44,48,16,0,2,48,14
1150831,108,24,1905,9,female,584,50,29,48,19,24,7,24,12
1011949,23,8,1990,5,male,437,51,25,49,29,22,10,27,19
2037000,18,23,1995,10,male,363,51,32,49,31,11,18,38,13
2031512,67,28,1946,10,male,92,50,37,48,20,47,15,1,5
1609281,45,9,1968,8,female,628,50,20,48,3,48,3,0,0
1164793,14,9,1999,3,male,440,50,37,48,2,48,2,0,0
1397233,23,7,1990,10,male,361,50,36,48,11,48,9,0,2
1361832,24,4,1989,10,male,360,50,12,48,145,48,107,0,38
1358084,18,19,1995,8,female,390,50,41,50,20,0,15,50,5
2105454,41,16,1972,3,female,217,51,28,53,19,0,4,53,15
1905761,19,30,1994,11,male,320,51,25,53,20,0,7,53,13
1579894,35,16,1978,1,female,449,51,34,53,22,24,13,29,9
1373856,56,17,1957,7,female,520,51,17,53,1,53,1,0,0
1984220,69,13,1944,3,male,298,50,34,54,2,12,1,42,1
1041321,26,1,1987,3,male,323,51,41,54,1,52,1,2,0
1747651,21,3,1992,11,female,194,50,33,55,2,55,2,0,0
1537453,33,30,1980,6,female,233,50,31,55,146,55,113,0,33
2123227,21,23,1992,12,male,135,50,27,57,6,0,5,57,1
1386185,54,9,1959,7,male,342,51,22,56,10,0,0,56,10
1999053,70,4,1943,1,male,847,51,34,57,11,0,0,57,11
2114253,52,27,1961,11,male,86,50,32,56,26,32,15,24,11
1144173,23,25,1990,1,female,2300,50,18,58,56,49,31,9,25
1750936,23,10,1990,1,female,344,50,27,57,110,51,75,6,35
1244914,35,1,1978,3,female,599,50,32,56,3,56,2,0,1
1168222,55,22,1958,3,female,120,51,35,58,31,58,28,0,3
1224884,65,17,1948,1,female,1343,51,32,60,17,0,8,60,9
2028840,35,10,1978,2,male,711,50,32,59,101,0,51,59,50
1377509,58,10,1955,9,male,859,50,43,60,4,60,4,0,0
1738677,63,18,1950,10,female,133,51,45,60,28,60,24,0,4
1344111,60,14,1953,4,male,189,51,31,59,13,59,12,0,1
2109674,74,1,1939,4,female,674,50,24,59,81,59,50,0,31
1957812,29,24,1984,10,female,140,50,29,61,7,0,2,61,5
1809053,46,27,1967,9,male,209,50,30,63,6,0,0,63,6
1560561,23,29,1990,11,female,502,50,21,62,67,53,41,9,26
1874371,54,23,1959,11,female,296,51,12,62,69,62,61,0,8
1202042,25,14,1988,9,male,641,50,17,61,55,61,35,0,20
2048367,73,14,1940,12,female,416,50,33,64,43,0,12,64,31
1959431,60,10,1953,12,female,150,51,41,65,127,50,28,15,99
1507755,32,10,1981,3,male,648,50,24,67,3,1,2,66,1
1873702,38,15,1975,5,male,851,50,15,68,15,26,6,42,9
1823020,59,25,1954,4,male,1235,51,36,67,95,38,50,29,45
1997438,38,31,1975,12,male,219,51,32,67,90,58,71,9,19
1523219,64,13,1949,11,female,292,50,40,69,45,27,20,42,25
1107685,25,21,1988,12,female,606,51,31,70,2,65,1,5,1
2161619,40,22,1973,2,male,1585,50,28,70,4,67,3,3,1
1917003,61,25,1952,5,female,107,50,36,71,23,71,23,0,0
2077765,31,12,1982,2,male,556,50,25,71,19,71,18,0,1
1678721,44,14,1969,10,male,644,51,40,69,179,69,157,0,22
1834845,49,24,1964,9,female,1483,51,16,73,114,1,84,72,30
1961992,71,19,1942,5,male,288,50,37,74,7,69,4,5,3
1438997,23,1,1990,6,male,193,50,38,72,4,72,3,0,1
1050813,25,16,1988,9,female,466,51,21,73,87,73,78,0,9
1240129,43,4,1970,8,female,339,51,21,73,58,73,44,0,14
2099550,33,1,1980,10,male,53,51,51,75,5,0,3,75,2
1984411,108,10,1905,9,male,776,51,7,75,64,0,23,75,41
1713279,14,28,1999,11,female,524,51,26,75,244,1,37,74,207
1313714,27,15,1986,7,male,663,51,48,75,8,25,2,50,6
1651465,63,9,1950,12,female,202,50,35,75,102,41,18,34,84
1355129,41,1,1972,6,male,354,51,33,76,0,76,0,0,0
1675985,52,5,1961,1,male,28,50,48,75,27,75,24,0,3
1059777,108,11,1905,5,female,415,50,39,79,65,12,22,67,43
1035890,25,7,1988,1,male,1298,50,10,80,30,23,9,57,21
2131014,50,9,1963,3,female,163,51,41,80,11,80,10,0,1
1285180,27,14,1986,7,female,195,50,40,79,30,79,27,0,3
2087740,42,9,1971,6,female,612,51,13,78,71,78,67,0,4
1266506,53,15,1960,12,female,715,50,16,81,22,45,9,36,13
1527013,73,23,1940,4,male,378,50,21,83,61,20,14,63,47
1406181,96,12,1917,12,male,278,51,37,82,41,82,37,0,4
1040725,43,3,1970,7,female,344,50,37,84,89,84,79,0,10
1599238,76,10,1937,7,female,519,50,44,85,5,0,0,85,5
1094220,36,1,1977,8,male,300,50,13,86,8,86,6,0,2
1313934,108,17,1905,9,male,34,51,45,86,5,86,3,0,2
1420075,34,16,1979,12,female,1638,51,26,87,19,87,11,0,8
1031909,52,1,1961,2,female,94,51,36,86,298,86,237,0,61
2129582,108,28,1905,12,female,935,50,23,91,58,0,20,91,38
1764161,13,14,2000,1,male,46,50,39,89,53,25,7,64,46
1919952,49,18,1964,10,female,637,50,29,91,86,29,54,62,32
1579531,50,17,1963,12,female,210,50,37,91,14,91,12,0,2
1564675,101,10,1912,7,female,203,50,28,95,1,0,0,95,1
1582542,25,5,1988,8,female,1295,50,20,93,63,34,28,59,35
1071441,48,30,1965,2,female,890,50,32,95,49,71,25,24,24
1141505,53,29,1960,9,female,851,50,26,94,39,78,33,16,6
1700102,15,26,1998,5,male,288,51,31,92,2,92,0,0,2
1965117,26,19,1987,10,female,594,50,34,94,9,94,3,0,6
1575835,29,3,1984,9,male,155,50,44,94,27,94,21,0,6
1114246,74,14,1939,7,female,397,50,34,99,68,96,44,3,24
1200896,100,1,1913,12,female,300,50,38,99,50,99,48,0,2
1173729,52,13,1961,11,female,306,50,32,98,122,98,79,0,43
1895750,63,11,1950,8,female,125,50,43,99,106,99,99,0,7
1444398,37,10,1976,9,female,78,51,42,101,14,0,9,101,5
1051889,37,2,1976,12,female,595,51,22,104,61,0,37,104,24
1470104,39,16,1974,6,female,85,50,37,101,62,0,13,101,49
2077861,22,2,1991,9,female,352,50,29,100,299,100,227,0,72
2035399,38,12,1975,10,female,460,51,31,101,279,101,135,0,144
1713127,67,5,1946,5,female,51,50,31,107,79,9,26,98,53
1665783,31,1,1982,8,female,45,50,29,106,69,27,10,79,59
2178422,36,15,1977,5,female,1272,50,14,107,31,98,25,9,6
1132777,18,4,1995,9,female,37,51,42,106,95,106,57,0,38
1359685,108,6,1905,9,male,380,50,14,105,82,105,59,0,23
1604767,17,9,1996,3,female,571,50,5,113,23,0,4,113,19
2060881,33,28,1980,11,female,141,51,40,111,1,111,0,0,1
1359628,28,1,1985,8,male,446,50,32,118,5,46,4,72,1
1108657,31,13,1982,4,male,187,51,14,114,57,113,42,1,15
1534853,54,7,1959,7,male,148,50,33,114,102,114,68,0,34
1122444,16,25,1997,9,male,389,50,35,114,198,114,87,0,111
1956528,63,21,1950,7,female,144,51,38,123,138,0,7,123,131
1353907,40,15,1973,3,male,453,50,28,124,29,124,26,0,3
1583860,39,19,1974,9,female,295,51,32,120,48,120,40,0,8
1489024,17,2,1996,7,female,149,51,28,121,78,121,60,0,18
1269391,68,14,1945,9,male,478,51,25,129,29,0,1,129,28
1614032,32,8,1981,12,female,304,51,34,128,59,0,51,128,8
2017031,20,9,1993,3,male,247,50,25,130,63,68,32,62,31
1687081,67,27,1946,3,female,518,50,27,125,42,70,30,55,12
1387718,63,12,1950,10,female,420,50,45,126,25,123,12,3,13
1923988,108,1,1905,8,female,152,51,34,126,62,94,28,32,34
1737731,17,1,1996,1,female,431,50,22,127,127,118,40,9,87
1468710,63,27,1950,4,female,12,51,30,128,114,126,76,2,38
1507052,51,13,1962,12,male,2409,51,27,125,27,124,16,1,11
1977246,71,11,1942,9,male,923,50,35,125,74,125,29,0,45
1955862,24,3,1989,2,female,273,51,32,128,139,128,113,0,26
2099766,62,31,1951,12,male,585,51,31,125,170,125,137,0,33
1344578,52,14,1961,4,female,508,51,26,132,12,0,2,132,10
1355085,31,22,1982,6,male,522,50,42,136,3,0,2,136,1
2076172,17,21,1996,3,male,414,51,35,135,36,126,27,9,9
2111706,100,10,1913,5,male,203,51,37,135,25,122,6,13,19
2119141,26,14,1987,5,female,1031,50,21,131,116,113,85,18,31
1890100,14,10,1999,2,male,172,51,44,136,2,136,1,0,1
2168716,16,1,1997,1,male,248,51,26,133,22,133,9,0,13
1233900,23,3,1990,7,female,1474,51,34,131,64,131,48,0,16
1587493,37,27,1976,11,female,586,50,15,139,14,0,0,139,14
1819150,42,10,1971,7,male,670,50,34,142,21,129,11,13,10
1141979,65,14,1948,12,male,196,51,49,143,13,143,3,0,10
1067425,23,15,1990,11,male,292,50,31,138,30,138,26,0,4
1587113,22,1,1991,3,female,192,50,15,143,135,143,94,0,41
1724032,52,12,1961,6,female,384,51,42,146,15,0,4,146,11
1272875,68,30,1945,1,male,556,50,29,149,40,11,19,138,21
1243578,27,13,1986,3,male,502,51,49,145,24,145,20,0,4
2131050,31,21,1982,4,female,1268,51,37,146,0,146,0,0,0
1410654,36,9,1977,11,male,554,50,35,146,45,146,44,0,1
1968345,74,17,1939,8,female,188,50,22,144,38,144,24,0,14
1786911,29,15,1984,3,female,467,51,27,152,48,150,6,2,42
1248608,33,11,1980,10,male,456,50,14,156,88,156,85,0,3
1537335,54,4,1959,5,male,280,50,45,164,2,0,1,164,1
1145284,77,4,1936,4,female,496,51,41,162,159,93,84,69,75
1182110,22,28,1991,10,female,1748,50,32,158,158,33,59,125,99
2116295,27,6,1986,4,male,126,50,30,160,11,160,2,0,9
2045521,37,28,1976,11,male,63,51,45,168,77,78,51,90,26
2140774,48,23,1965,12,male,107,51,48,165,151,138,57,27,94
1306837,90,9,1923,4,male,481,51,26,172,148,171,140,1,8
2009230,63,18,1950,3,female,138,51,21,171,980,170,238,1,742
1054327,37,14,1976,5,male,397,51,40,174,12,4,0,170,12
1149823,26,14,1987,1,female,290,50,28,178,77,0,50,178,27
